风机名,状态码值,状态码描述,激活时间,复位时间
,140012,风轮锁定2未解锁, 2019-09-11 09:28:47:485, 0000-00-00 00:00:00:000
,60004,自动解缆, 2019-09-11 11:03:39:720, 2019-09-11 11:14:12:652
,80050,齿轮箱滤芯75%污染, 2019-09-11 12:00:40:116, 2019-09-11 12:08:18:994
,70096,发电机滑环风扇保护, 2019-09-11 13:13:18:587, 0000-00-00 00:00:00:000
,60006,偏航齿润滑, 2019-09-11 13:35:42:717, 2019-09-11 13:46:02:817
,80050,齿轮箱滤芯75%污染, 2019-09-11 14:27:19:951, 2019-09-11 14:39:05:577
,60005,手动偏航, 2019-09-11 15:46:32:421, 2019-09-11 16:13:00:076
,30903,变流器故障（硬件DI）, 2019-09-12 09:07:27:526, 2019-09-12 09:11:06:926
,70096,发电机滑环风扇保护, 2019-09-12 09:22:43:872, 2019-09-12 09:46:30:387
,80072,齿轮箱润滑油泵马达保护, 2019-09-12 10:42:19:686, 2019-09-12 11:32:15:860
,70096,发电机滑环风扇保护, 2019-09-12 10:47:39:489, 2019-09-12 11:55:00:604
,800001,塔底紧停开关触发, 2019-09-12 11:12:19:115, 2019-09-12 11:12:27:575
,80072,齿轮箱润滑油泵马达保护, 2019-09-12 13:04:26:233, 2019-09-12 14:13:29:471
,80080,齿轮箱冷却水泵保护, 2019-09-12 13:33:04:749, 0000-00-00 00:00:00:000
,300681,变桨系统轴1桨距角偏差超限, 2019-09-12 13:51:35:276, 0000-00-00 00:00:00:000
,300670,变桨系统桨距角两两偏差超限, 2019-09-12 14:06:51:608, 2019-09-12 15:54:48:883
,80050,齿轮箱滤芯75%污染, 2019-09-12 14:28:26:185, 0000-00-00 00:00:00:000
,30206,系统故障, 2019-09-12 16:24:48:833, 2019-09-12 16:25:34:233
,20032,自检程序3转速故障2, 2019-09-12 23:52:09:497, 2019-09-13 00:10:49:900
,30903,变流器故障（硬件DI）, 2019-09-13 05:33:04:293, 2019-09-13 08:46:21:612
,300670,变桨系统桨距角两两偏差超限, 2019-09-13 07:22:10:290, 2019-09-13 07:23:20:290
,800002,机舱紧停开关触发, 2019-09-13 09:59:56:499, 2019-09-13 11:44:59:682
,300681,变桨系统轴1桨距角偏差超限, 2019-09-13 12:26:36:930, 2019-09-13 12:28:12:402
,70096,发电机滑环风扇保护, 2019-09-13 13:01:23:521, 0000-00-00 00:00:00:000
,300681,变桨系统轴1桨距角偏差超限, 2019-09-13 14:41:29:565, 2019-09-13 14:49:01:178
,140011,风轮锁定1未解锁, 2019-09-13 15:25:19:555, 2019-09-13 16:12:22:077
,80072,齿轮箱润滑油泵马达保护, 2019-09-14 10:05:52:645, 2019-09-14 15:25:28:819
,300682,变桨系统轴2桨距角偏差超限, 2019-09-15 01:32:57:809, 2019-09-15 01:34:23:189
,20032,自检程序3转速故障2, 2019-09-15 05:26:19:788, 2019-09-15 06:26:33:228
,20032,自检程序3转速故障2, 2019-09-15 08:22:38:601, 2019-09-15 08:32:52:545
,30903,变流器故障（硬件DI）, 2019-09-15 16:20:53:792, 2019-09-15 16:40:54:515
,300670,变桨系统桨距角两两偏差超限, 2019-09-15 16:42:49:815, 2019-09-15 16:44:45:395
,300101,变桨系统轴1的电池主开关断开, 2019-09-15 16:47:30:575, 2019-09-16 08:10:52:749
,300670,变桨系统桨距角两两偏差超限, 2019-09-16 12:24:38:960, 2019-09-16 12:30:12:920
,300670,变桨系统桨距角两两偏差超限, 2019-09-16 17:50:29:774, 2019-09-16 17:51:46:934
,300670,变桨系统桨距角两两偏差超限, 2019-09-17 00:31:12:766, 2019-09-17 00:34:47:818
,300670,变桨系统桨距角两两偏差超限, 2019-09-17 05:55:48:042, 2019-09-17 06:09:18:854
,300670,变桨系统桨距角两两偏差超限, 2019-09-17 08:11:02:861, 2019-09-17 08:15:39:593
,300670,变桨系统桨距角两两偏差超限, 2019-09-17 09:35:22:111, 2019-09-17 09:42:50:671
,300670,变桨系统桨距角两两偏差超限, 2019-09-17 10:42:44:766, 2019-09-17 10:48:11:498
,300670,变桨系统桨距角两两偏差超限, 2019-09-17 11:18:35:397, 2019-09-17 11:26:49:869
,300670,变桨系统桨距角两两偏差超限, 2019-09-17 11:31:04:369, 2019-09-17 11:32:04:269
,300670,变桨系统桨距角两两偏差超限, 2019-09-17 11:50:06:394, 2019-09-17 11:51:26:294
,300670,变桨系统桨距角两两偏差超限, 2019-09-17 12:01:25:188, 2019-09-17 13:40:21:933
,300101,变桨系统轴1的电池主开关断开, 2019-09-17 14:20:02:642, 2019-09-17 15:15:43:258
,30903,变流器故障（硬件DI）, 2019-09-18 09:57:20:680, 2019-09-18 10:02:12:420
,70031,电机冷却水温度超限, 2019-09-18 12:08:46:261, 2019-09-18 12:12:35:790
,300683,变桨系统轴3桨距角偏差超限, 2019-09-18 12:31:41:805, 2019-09-18 12:31:53:345
,700003,风轮转速超速1, 2019-09-19 03:02:49:542, 2019-09-19 03:08:20:515
,30903,变流器故障（硬件DI）, 2019-09-20 22:26:20:485, 2019-09-20 22:28:32:565
,30903,变流器故障（硬件DI）, 2019-09-21 05:32:11:009, 2019-09-21 05:37:13:089
,30903,变流器故障（硬件DI）, 2019-09-21 11:26:52:092, 2019-09-21 11:29:13:252
,30903,变流器故障（硬件DI）, 2019-09-21 13:25:53:979, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-09-21 14:43:33:869, 2019-09-21 16:27:13:894
,30903,变流器故障（硬件DI）, 2019-09-21 16:59:34:355, 2019-09-21 17:09:25:416
,30903,变流器故障（硬件DI）, 2019-09-21 17:14:46:896, 2019-09-21 19:48:15:955
,30903,变流器故障（硬件DI）, 2019-09-21 20:36:51:454, 2019-09-22 07:04:43:576
,30903,变流器故障（硬件DI）, 2019-09-21 20:42:34:747, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-09-22 00:44:07:370, 2019-09-22 00:59:56:426
,30903,变流器故障（硬件DI）, 2019-09-22 06:58:12:066, 2019-09-22 07:01:15:846
,30206,系统故障, 2019-09-22 07:07:42:881, 0000-00-00 00:00:00:000
,300683,变桨系统轴3桨距角偏差超限, 2019-09-22 12:22:55:766, 2019-09-22 12:23:06:886
,30903,变流器故障（硬件DI）, 2019-09-22 14:36:04:161, 2019-09-22 14:39:53:681
,300683,变桨系统轴3桨距角偏差超限, 2019-09-22 17:53:07:639, 2019-09-22 17:54:28:139
,30206,系统故障, 2019-09-22 17:55:45:474, 0000-00-00 00:00:00:000
,300681,变桨系统轴1桨距角偏差超限, 2019-09-23 21:45:45:481, 0000-00-00 00:00:00:000
,300681,变桨系统轴1桨距角偏差超限, 2019-09-23 21:55:41:849, 2019-09-23 22:00:51:103
,60006,偏航齿润滑, 2019-09-23 23:31:26:273, 2019-09-23 23:42:14:299
,30206,系统故障, 2019-09-24 09:39:04:167, 2019-09-24 11:26:25:646
,30903,变流器故障（硬件DI）, 2019-09-24 12:38:48:683, 2019-09-24 12:38:58:203
,60005,手动偏航, 2019-09-24 15:55:46:977, 0000-00-00 00:00:00:000
,60100,偏航电机总保护, 2019-09-24 21:18:51:776, 2019-09-25 11:01:01:041
,800002,机舱紧停开关触发, 2019-09-25 09:14:30:504, 2019-09-25 11:07:55:770
,80072,齿轮箱润滑油泵马达保护, 2019-09-25 09:52:46:054, 0000-00-00 00:00:00:000
,300311,变桨系统轴1驱动器故障, 2019-09-25 11:19:31:848, 2019-09-25 12:06:42:775
,650001,航灯保护, 2019-09-25 16:46:30:787, 2019-09-25 17:19:55:065
,300682,变桨系统轴2桨距角偏差超限, 2019-09-25 17:01:19:175, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-09-25 17:26:37:878, 2019-09-25 19:47:05:013
,30903,变流器故障（硬件DI）, 2019-09-25 19:50:27:553, 2019-09-26 08:58:51:804
,60004,自动解缆, 2019-09-26 03:28:21:191, 2019-09-26 07:56:44:220
,20032,自检程序3转速故障2, 2019-09-26 06:51:50:231, 2019-09-26 06:52:55:053
,70096,发电机滑环风扇保护, 2019-09-26 08:46:41:534, 2019-09-26 10:54:56:731
,300313,变桨系统轴3驱动器故障, 2019-09-26 10:30:03:615, 2019-09-26 10:51:50:939
,30903,变流器故障（硬件DI）, 2019-09-26 12:21:18:203, 0000-00-00 00:00:00:000
,80072,齿轮箱润滑油泵马达保护, 2019-09-26 12:35:16:871, 2019-09-26 13:02:24:587
,800070,安全链紧停, 2019-09-26 13:28:26:493, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-09-26 14:06:09:001, 0000-00-00 00:00:00:000
,300681,变桨系统轴1桨距角偏差超限, 2019-09-26 14:14:04:162, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-09-26 14:21:21:720, 2019-09-26 14:25:10:232
,70096,发电机滑环风扇保护, 2019-09-27 08:00:38:380, 2019-09-27 08:40:36:092
,30903,变流器故障（硬件DI）, 2019-09-27 08:16:19:489, 2019-09-27 12:45:24:793
,70096,发电机滑环风扇保护, 2019-09-27 08:51:47:231, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-09-27 12:46:45:553, 2019-09-27 12:52:01:633
,30903,变流器故障（硬件DI）, 2019-09-27 13:04:17:275, 2019-09-27 13:05:55:495
,300323,变桨系统轴3熔断器断开, 2019-09-27 22:44:21:652, 2019-09-27 22:50:25:772
,300670,变桨系统桨距角两两偏差超限, 2019-09-28 04:26:35:063, 2019-09-28 04:29:33:596
,140011,风轮锁定1未解锁, 2019-09-28 08:58:23:200, 2019-09-28 10:11:02:875
,300101,变桨系统轴1的电池主开关断开, 2019-09-28 13:33:14:320, 2019-09-28 13:37:19:380
,220011,紧急停机超时, 2019-09-29 01:40:23:665, 2019-09-29 06:02:25:176
,30903,变流器故障（硬件DI）, 2019-09-29 05:15:23:494, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-09-29 08:14:09:953, 2019-09-29 08:59:51:453
,300331,变桨系统轴1冗余24V电源模块报警, 2019-09-29 08:22:41:224, 0000-00-00 00:00:00:000
,80072,齿轮箱润滑油泵马达保护, 2019-09-29 08:26:30:680, 2019-09-29 08:54:52:241
,300681,变桨系统轴1桨距角偏差超限, 2019-09-29 09:23:33:916, 0000-00-00 00:00:00:000
,140011,风轮锁定1未解锁, 2019-09-29 10:05:31:559, 2019-09-29 11:30:32:543
,170102,暴风, 2019-09-29 11:10:34:663, 2019-09-29 11:33:05:309
,300670,变桨系统桨距角两两偏差超限, 2019-09-29 11:14:38:048, 2019-09-29 11:21:14:728
,30903,变流器故障（硬件DI）, 2019-09-29 16:34:56:468, 0000-00-00 00:00:00:000
,300681,变桨系统轴1桨距角偏差超限, 2019-09-29 23:58:07:490, 2019-09-30 00:00:34:210
,220011,紧急停机超时, 2019-09-30 03:12:45:626, 2019-09-30 03:19:54:126
,220011,紧急停机超时, 2019-09-30 03:24:16:046, 2019-09-30 04:05:06:579
,220011,紧急停机超时, 2019-09-30 04:08:12:619, 2019-09-30 04:22:46:120
,300670,变桨系统桨距角两两偏差超限, 2019-09-30 04:36:14:841, 2019-09-30 06:13:02:424
,300683,变桨系统轴3桨距角偏差超限, 2019-09-30 05:08:01:938, 0000-00-00 00:00:00:000
,300103,变桨系统轴3的电池主开关断开, 2019-09-30 06:31:13:285, 2019-09-30 06:48:24:345
,80072,齿轮箱润滑油泵马达保护, 2019-09-30 07:12:04:246, 2019-09-30 07:35:26:245
,300670,变桨系统桨距角两两偏差超限, 2019-09-30 08:21:45:185, 2019-09-30 08:46:45:786
,220011,紧急停机超时, 2019-09-30 18:52:57:334, 2019-09-30 19:01:45:406
,300670,变桨系统桨距角两两偏差超限, 2019-09-30 21:12:02:849, 2019-09-30 21:15:17:762
,300670,变桨系统桨距角两两偏差超限, 2019-09-30 21:53:53:740, 2019-09-30 21:59:52:932
,300670,变桨系统桨距角两两偏差超限, 2019-09-30 22:25:19:889, 2019-09-30 22:29:21:589
,300670,变桨系统桨距角两两偏差超限, 2019-09-30 22:46:52:974, 2019-09-30 22:55:20:325
,300670,变桨系统桨距角两两偏差超限, 2019-10-01 02:04:16:782, 2019-10-01 02:05:45:162
,300670,变桨系统桨距角两两偏差超限, 2019-10-01 02:38:41:960, 2019-10-01 02:41:45:780
,300670,变桨系统桨距角两两偏差超限, 2019-10-01 02:55:37:965, 2019-10-01 02:56:48:125
,300670,变桨系统桨距角两两偏差超限, 2019-10-01 03:29:36:862, 2019-10-01 03:30:47:062
,300670,变桨系统桨距角两两偏差超限, 2019-10-01 04:00:30:440, 2019-10-01 04:22:22:706
,300681,变桨系统轴1桨距角偏差超限, 2019-10-01 04:50:07:781, 2019-10-01 04:57:01:174
,80002,齿轮箱高速轴温度1超限, 2019-10-01 06:41:43:623, 2019-10-01 07:17:42:415
,30903,变流器故障（硬件DI）, 2019-10-01 06:46:22:911, 2019-10-01 06:51:12:791
,300670,变桨系统桨距角两两偏差超限, 2019-10-01 07:47:41:307, 2019-10-01 07:52:37:227
,300670,变桨系统桨距角两两偏差超限, 2019-10-01 08:35:51:150, 2019-10-01 08:38:52:030
,30903,变流器故障（硬件DI）, 2019-10-01 08:45:45:018, 2019-10-01 08:48:30:558
,30903,变流器故障（硬件DI）, 2019-10-01 09:25:28:526, 0000-00-00 00:00:00:000
,300670,变桨系统桨距角两两偏差超限, 2019-10-01 09:36:42:403, 2019-10-01 09:37:30:143
,30903,变流器故障（硬件DI）, 2019-10-01 09:50:10:297, 2019-10-01 09:59:28:289
,300670,变桨系统桨距角两两偏差超限, 2019-10-01 10:28:02:626, 2019-10-01 11:00:19:363
,80020,齿轮箱冷却水温超限, 2019-10-01 13:25:42:085, 2019-10-01 13:37:46:979
,170102,暴风, 2019-10-01 13:48:09:141, 2019-10-01 13:53:11:113
,170102,暴风, 2019-10-01 14:30:03:020, 2019-10-01 14:35:45:373
,170102,暴风, 2019-10-01 14:30:04:050, 2019-10-01 14:44:45:714
,170102,暴风, 2019-10-01 14:59:18:124, 2019-10-01 15:13:50:650
,170102,暴风, 2019-10-01 15:04:21:314, 2019-10-01 15:09:24:673
,170102,暴风, 2019-10-01 15:43:18:589, 0000-00-00 00:00:00:000
,170102,暴风, 2019-10-01 15:51:02:295, 2019-10-01 16:20:21:550
,80004,齿轮箱中间轴温度超限, 2019-10-01 16:06:36:728, 2019-10-01 16:33:29:733
,170102,暴风, 2019-10-01 18:06:36:250, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-10-01 20:46:37:696, 0000-00-00 00:00:00:000
,170102,暴风, 2019-10-01 21:04:11:947, 2019-10-01 21:19:54:508
,30903,变流器故障（硬件DI）, 2019-10-02 01:34:09:590, 2019-10-02 01:57:38:888
,30903,变流器故障（硬件DI）, 2019-10-02 01:41:31:169, 2019-10-03 17:50:20:217
,30903,变流器故障（硬件DI）, 2019-10-02 01:59:45:748, 2019-10-02 02:09:09:928
,30903,变流器故障（硬件DI）, 2019-10-02 02:01:21:159, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-10-02 02:13:19:187, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-10-02 02:35:02:205, 0000-00-00 00:00:00:000
,80051,齿轮箱滤芯100%污染, 2019-10-02 02:44:39:891, 2019-10-02 02:48:18:280
,300670,变桨系统桨距角两两偏差超限, 2019-10-02 02:50:47:526, 2019-10-02 02:51:53:168
,300670,变桨系统桨距角两两偏差超限, 2019-10-02 02:54:06:293, 2019-10-02 02:56:21:438
,30903,变流器故障（硬件DI）, 2019-10-02 03:00:08:823, 2019-10-02 03:01:43:763
,30903,变流器故障（硬件DI）, 2019-10-02 03:04:20:483, 2019-10-03 14:45:00:775
,300670,变桨系统桨距角两两偏差超限, 2019-10-02 09:47:38:916, 2019-10-02 09:50:54:748
,80012,齿轮箱油温2超限, 2019-10-02 10:28:43:066, 2019-10-02 10:28:43:606
,700003,风轮转速超速1, 2019-10-02 13:30:50:221, 2019-10-02 13:41:15:013
,300670,变桨系统桨距角两两偏差超限, 2019-10-03 10:44:14:853, 2019-10-03 10:44:48:533
,30903,变流器故障（硬件DI）, 2019-10-03 15:00:33:816, 2019-10-03 15:16:18:036
,300682,变桨系统轴2桨距角偏差超限, 2019-10-03 15:13:10:100, 2019-10-03 15:23:19:400
,30903,变流器故障（硬件DI）, 2019-10-03 15:30:27:156, 2019-10-03 15:58:19:337
,300681,变桨系统轴1桨距角偏差超限, 2019-10-04 04:06:36:907, 2019-10-04 04:08:01:639
,300670,变桨系统桨距角两两偏差超限, 2019-10-04 09:58:16:222, 2019-10-04 10:02:49:672
,30903,变流器故障（硬件DI）, 2019-10-04 18:25:08:535, 2019-10-05 08:25:49:342
,300683,变桨系统轴3桨距角偏差超限, 2019-10-04 23:40:30:975, 2019-10-04 23:41:35:755
,300681,变桨系统轴1桨距角偏差超限, 2019-10-05 05:16:37:427, 2019-10-05 05:55:45:134
,50025,液压油1过温, 2019-10-05 09:16:03:047, 2019-10-06 08:58:21:636
,300681,变桨系统轴1桨距角偏差超限, 2019-10-05 09:59:05:036, 2019-10-05 10:10:14:727
,300681,变桨系统轴1桨距角偏差超限, 2019-10-05 10:18:36:940, 2019-10-05 10:19:55:880
,300670,变桨系统桨距角两两偏差超限, 2019-10-05 10:21:14:951, 2019-10-05 10:22:22:911
,300681,变桨系统轴1桨距角偏差超限, 2019-10-05 12:23:27:814, 2019-10-05 12:30:40:214
,300681,变桨系统轴1桨距角偏差超限, 2019-10-05 12:33:09:266, 2019-10-05 12:46:34:578
,30903,变流器故障（硬件DI）, 2019-10-05 13:32:01:458, 2019-10-05 13:35:33:918
,700106,编码器测得的发电机转速超速, 2019-10-05 13:47:06:331, 2019-10-05 13:47:37:011
,300670,变桨系统桨距角两两偏差超限, 2019-10-05 13:58:40:262, 2019-10-05 14:00:16:262
,300670,变桨系统桨距角两两偏差超限, 2019-10-05 14:02:55:695, 2019-10-05 14:08:04:635
,700106,编码器测得的发电机转速超速, 2019-10-05 14:18:08:047, 2019-10-05 14:18:40:887
,700003,风轮转速超速1, 2019-10-05 15:58:14:967, 2019-10-05 16:04:16:599
,300670,变桨系统桨距角两两偏差超限, 2019-10-06 01:51:13:639, 2019-10-06 01:56:32:079
,300670,变桨系统桨距角两两偏差超限, 2019-10-06 08:16:05:058, 2019-10-06 09:15:21:006
,140011,风轮锁定1未解锁, 2019-10-06 08:56:50:181, 2019-10-06 12:01:46:400
,80040,齿轮箱润滑油压力异常, 2019-10-06 17:47:30:956, 0000-00-00 00:00:00:000
,20032,自检程序3转速故障2, 2019-10-06 22:25:22:718, 2019-10-06 22:34:24:399
,20032,自检程序3转速故障2, 2019-10-07 05:01:36:415, 2019-10-07 05:05:49:465
,30212,主断路器确认故障, 2019-10-07 06:26:26:312, 2019-10-07 06:28:26:417
,30903,变流器故障（硬件DI）, 2019-10-07 06:39:18:837, 2019-10-07 07:14:49:876
,300670,变桨系统桨距角两两偏差超限, 2019-10-07 10:19:02:750, 2019-10-07 17:35:35:215
,140012,风轮锁定2未解锁, 2019-10-07 11:54:27:311, 2019-10-07 11:56:52:871
,140011,风轮锁定1未解锁, 2019-10-08 08:40:52:332, 2019-10-08 08:57:42:611
,30903,变流器故障（硬件DI）, 2019-10-08 09:51:53:560, 2019-10-08 09:52:43:260
,30206,系统故障, 2019-10-08 09:59:28:420, 2019-10-08 10:11:21:025
,140011,风轮锁定1未解锁, 2019-10-08 10:09:35:216, 2019-10-08 13:02:40:837
,220011,紧急停机超时, 2019-10-08 16:28:27:995, 2019-10-08 16:33:53:115
,220011,紧急停机超时, 2019-10-08 16:38:33:595, 2019-10-08 16:41:51:915
,300321,变桨系统轴1熔断器断开, 2019-10-08 16:46:05:055, 2019-10-08 16:48:56:995
,80075,齿轮箱冷却风扇保护, 2019-10-09 08:38:48:279, 2019-10-09 11:55:46:864
,80030,齿轮箱油位过低, 2019-10-09 08:59:53:563, 2019-10-09 09:12:56:615
,140011,风轮锁定1未解锁, 2019-10-09 10:24:18:443, 2019-10-09 10:52:27:219
,80072,齿轮箱润滑油泵马达保护, 2019-10-10 08:42:01:119, 0000-00-00 00:00:00:000
,140012,风轮锁定2未解锁, 2019-10-10 09:11:22:483, 2019-10-10 10:56:37:041
,140012,风轮锁定2未解锁, 2019-10-10 10:50:19:951, 0000-00-00 00:00:00:000
,50033,液压站1主压力过低, 2019-10-10 10:57:23:551, 2019-10-10 11:09:28:691
,140011,风轮锁定1未解锁, 2019-10-10 12:23:59:648, 2019-10-10 12:46:22:184
,70096,发电机滑环风扇保护, 2019-10-10 12:31:11:958, 0000-00-00 00:00:00:000
,140011,风轮锁定1未解锁, 2019-10-10 13:27:00:224, 2019-10-10 14:05:14:058
,140011,风轮锁定1未解锁, 2019-10-11 09:05:56:731, 2019-10-11 09:34:23:594
,70096,发电机滑环风扇保护, 2019-10-11 09:10:59:288, 2019-10-11 10:26:50:249
,60302,偏航软启动器准备好, 2019-10-11 09:35:31:355, 2019-10-11 09:38:39:075
,50033,液压站1主压力过低, 2019-10-11 10:13:33:015, 2019-10-11 10:26:16:236
,300670,变桨系统桨距角两两偏差超限, 2019-10-11 12:27:30:657, 2019-10-11 12:41:17:350
,20032,自检程序3转速故障2, 2019-10-13 10:48:50:229, 2019-10-13 10:55:34:285
,300682,变桨系统轴2桨距角偏差超限, 2019-10-13 18:26:19:069, 2019-10-13 18:27:59:869
,30903,变流器故障（硬件DI）, 2019-10-14 20:50:43:650, 2019-10-14 20:54:38:850
,300682,变桨系统轴2桨距角偏差超限, 2019-10-15 01:29:15:720, 2019-10-15 01:33:50:220
,300681,变桨系统轴1桨距角偏差超限, 2019-10-16 11:54:56:372, 2019-10-16 11:56:41:672
,60006,偏航齿润滑, 2019-10-20 01:38:03:724, 2019-10-20 01:48:54:192
,50002,液压泵保护, 2019-10-20 08:34:59:469, 2019-10-20 10:56:39:485
,50035,液压站2主压力过低, 2019-10-20 09:13:27:420, 2019-10-20 10:48:37:065
,80072,齿轮箱润滑油泵马达保护, 2019-10-20 09:55:11:989, 2019-10-20 11:00:58:635
,70096,发电机滑环风扇保护, 2019-10-20 11:28:21:021, 0000-00-00 00:00:00:000
,800002,机舱紧停开关触发, 2019-10-21 09:17:55:443, 2019-10-21 11:30:11:051
,80072,齿轮箱润滑油泵马达保护, 2019-10-21 09:36:05:333, 2019-10-21 09:38:36:249
,30903,变流器故障（硬件DI）, 2019-10-21 13:20:39:513, 2019-10-21 14:39:44:994
,30903,变流器故障（硬件DI）, 2019-10-21 23:49:50:864, 2019-10-21 23:51:11:044
,30903,变流器故障（硬件DI）, 2019-10-21 23:56:16:024, 2019-10-22 00:09:41:939
,60005,手动偏航, 2019-10-22 08:30:39:579, 0000-00-00 00:00:00:000
,50033,液压站1主压力过低, 2019-10-22 09:19:47:061, 2019-10-22 10:24:45:566
,140011,风轮锁定1未解锁, 2019-10-22 12:11:26:529, 2019-10-22 13:35:18:434
,30903,变流器故障（硬件DI）, 2019-10-23 02:59:18:830, 2019-10-23 10:56:00:351
,140011,风轮锁定1未解锁, 2019-10-23 08:17:50:777, 2019-10-23 08:19:22:877
,130102,塔底控制柜UPS2电池故障, 2019-10-23 08:56:32:787, 0000-00-00 00:00:00:000
,140011,风轮锁定1未解锁, 2019-10-23 09:04:13:115, 2019-10-23 09:04:13:135
,300331,变桨系统轴1冗余24V电源模块报警, 2019-10-23 09:18:17:807, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-10-23 10:15:18:490, 2019-10-23 10:17:10:550
,30903,变流器故障（硬件DI）, 2019-10-23 10:31:48:903, 2019-10-23 10:36:41:176
,30903,变流器故障（硬件DI）, 2019-10-23 10:41:28:196, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-10-23 12:52:38:222, 2019-10-23 12:54:46:502
,300681,变桨系统轴1桨距角偏差超限, 2019-10-23 23:01:21:490, 2019-10-23 23:02:18:510
,20032,自检程序3转速故障2, 2019-10-25 09:36:19:683, 2019-10-25 10:12:10:173
,300681,变桨系统轴1桨距角偏差超限, 2019-10-26 20:47:16:895, 2019-10-26 20:49:45:328
,70096,发电机滑环风扇保护, 2019-10-27 09:49:20:132, 0000-00-00 00:00:00:000
,70096,发电机滑环风扇保护, 2019-10-27 09:51:11:022, 0000-00-00 00:00:00:000
,50035,液压站2主压力过低, 2019-10-27 11:15:47:710, 2019-10-27 11:27:42:601
,300670,变桨系统桨距角两两偏差超限, 2019-10-27 15:24:24:139, 2019-10-27 15:29:31:050
,300681,变桨系统轴1桨距角偏差超限, 2019-10-27 16:23:12:337, 2019-10-27 16:27:26:281
,300681,变桨系统轴1桨距角偏差超限, 2019-10-27 16:37:25:452, 2019-10-27 16:38:34:852
,20032,自检程序3转速故障2, 2019-10-27 16:48:31:769, 2019-10-27 16:49:48:752
,300681,变桨系统轴1桨距角偏差超限, 2019-10-27 17:19:24:761, 2019-10-27 17:24:43:453
,300670,变桨系统桨距角两两偏差超限, 2019-10-27 17:27:08:933, 0000-00-00 00:00:00:000
,20032,自检程序3转速故障2, 2019-10-27 20:43:02:341, 2019-10-27 20:45:35:187
,20032,自检程序3转速故障2, 2019-10-27 21:03:39:412, 2019-10-27 21:04:41:695
,300682,变桨系统轴2桨距角偏差超限, 2019-10-27 23:10:54:929, 2019-10-27 23:12:14:089
,300683,变桨系统轴3桨距角偏差超限, 2019-10-28 00:52:37:790, 2019-10-28 00:54:53:430
,140012,风轮锁定2未解锁, 2019-10-28 08:02:07:896, 2019-10-28 08:22:36:936
,300670,变桨系统桨距角两两偏差超限, 2019-10-28 08:37:20:739, 2019-10-28 14:34:45:376
,800004,塔底远程紧停, 2019-10-28 09:34:58:791, 2019-10-28 12:48:16:236
,30212,主断路器确认故障, 2019-10-28 12:00:36:712, 2019-10-28 12:02:36:817
,30903,变流器故障（硬件DI）, 2019-10-28 13:00:19:706, 2019-10-28 13:01:10:346
,30903,变流器故障（硬件DI）, 2019-10-28 13:24:17:425, 2019-10-28 13:24:45:945
,300331,变桨系统轴1冗余24V电源模块报警, 2019-10-28 14:24:23:434, 0000-00-00 00:00:00:000
,270011,机舱温度超限, 2019-10-30 09:17:39:656, 2019-10-30 09:51:02:054
,140012,风轮锁定2未解锁, 2019-10-30 09:30:16:535, 2019-10-30 09:54:59:650
,140012,风轮锁定2未解锁, 2019-10-30 09:43:03:082, 2019-10-30 15:33:50:919
,70072,发电机接地电刷故障, 2019-10-30 10:57:29:309, 2019-10-30 12:44:23:810
,80072,齿轮箱润滑油泵马达保护, 2019-10-30 11:59:05:237, 2019-10-30 12:14:36:097
,60005,手动偏航, 2019-10-30 13:51:18:547, 0000-00-00 00:00:00:000
,30903,变流器故障（硬件DI）, 2019-10-30 14:24:16:271, 2019-10-30 14:25:42:431
,30903,变流器故障（硬件DI）, 2019-10-30 14:41:03:377, 0000-00-00 00:00:00:000
,20032,自检程序3转速故障2, 2019-10-30 21:00:45:585, 2019-10-30 21:04:10:174
,300683,变桨系统轴3桨距角偏差超限, 2019-10-30 21:02:34:125, 2019-10-30 21:03:41:445
,20032,自检程序3转速故障2, 2019-10-31 15:07:52:854, 2019-10-31 15:22:54:552
,300670,变桨系统桨距角两两偏差超限, 2019-10-31 18:38:51:039, 2019-10-31 18:45:46:819
,20032,自检程序3转速故障2, 2019-11-01 06:56:34:052, 2019-11-01 06:58:00:935
,30903,变流器故障（硬件DI）, 2019-11-01 08:31:32:925, 0000-00-00 00:00:00:000
,80072,齿轮箱润滑油泵马达保护, 2019-11-01 08:41:56:971, 2019-11-01 10:29:14:493
,20032,自检程序3转速故障2, 2019-11-01 08:53:02:098, 2019-11-01 08:56:17:666
,30903,变流器故障（硬件DI）, 2019-11-01 09:21:45:097, 2019-11-01 09:27:09:937
